id,name,img,desc,price,brand,,link
,,,,,,,https://www.shwapno.com/products/meat--fish-meat-beef/other/beef-premium-cube-(kg)/pid-12100254.aspx?vpid=9097914
,,,,,,,https://chaldal.com/search/beef
,,,,,,,https://www.shwapno.com/products/meat--fish-egg/na/egg-loose-(per-piece)/pid-14545749.aspx
,,,,,,,https://www.shwapno.com/products/meat--fish-egg/other/egg-loose-white-(duck)/pid-12699278.aspx
,,,,,,,https://chaldal.com/search/eggs
,,,,,,,https://chaldal.com/search/eggs
,,,,,,,https://chaldal.com/search/eggs
,,,,,,,https://chaldal.com/search/eggs
,,,,,,,https://www.shwapno.com/products/cooking-essentials-rice-loose/shwapno/shwapno-premium-miniket-rice-(kg)/pid-12199116.aspx?vpid=8985302
,,,,,,,https://www.shwapno.com/products/cooking-essentials-rice-packaged/aci/aci-pure-premium-miniket-rice-5kg/pid-12206992.aspx
,,,,,,,https://chaldal.com/search/rice
,,,,,,,https://chaldal.com/search/rice
,,,,,,,http://www.shwapno.com/products/cooking-essentials-rice-loose/shwapno/miniket-rice-loose(s)kg/pid-12199118.aspx?vpid=8985314
,,,,,,,https://chaldal.com/search/rice
,,,,,,,https://www.shwapno.com/products/cooking-essentials-rice-packaged/aci-pure/aci-pure-premium-najirshail-rice-5kg/pid-13050172.aspx
,,,,,,,https://chaldal.com/search/rice
,,,,,,,http://www.shwapno.com/products/cooking-essentials-rice-loose/shwapno/nazirshail-standard-rice/pid-12199108.aspx?vpid=8985308
,,,,,,,https://www.shwapno.com/products/cooking-essentials-oil-soybean-oil/teer/teer-soyabean-oil-5ltr/pid-12199282.aspx
,,,,,,,https://chaldal.com/search/teer%20soya
,,,,,,,https://www.shwapno.com/products/cooking-essentials-oil-soybean-oil/teer/teer-soyabean-oil-5ltr/pid-12199282.aspx
,,,,,,,https://chaldal.com/search/teer%20soya
,,,,,,,https://www.shwapno.com/products/cooking-essentials-oil-soybean-oil/rupchanda/rupchanda-soyabean-oil-2ltr/pid-12199280.aspx
,,,,,,,https://chaldal.com/search/oil
,,,,,,,https://chaldal.com/search/oil
,,,,,,,https://www.shwapno.com/products/cooking-essentials-salt--sugar-sugar/shwapno/sugar-loose-refined-(kg)/pid-12199334.aspx?vpid=8985358
,,,,,,,https://chaldal.com/search/sugar
,,,,,,,https://www.shwapno.com/products/cooking-essentials-dry-vegetables-(ada-roshun-piyaj)/other/onion-local-loose-(kg)/pid-12199356.aspx?vpid=13439817
,,,,,,,https://chaldal.com/search/onions
,,,,,,,https://chaldal.com/search/onions
,,,,,,,https://www.shwapno.com/products/cooking-essentials-dry-vegetables-(ada-roshun-piyaj)/na/ada-imported-loose/pid-15590543.aspx?vpid=12039183
,,,,,,,https://chaldal.com/search/ginger
,,,,,,,https://www.shwapno.com/products/cooking-essentials-dry-vegetables-(ada-roshun-piyaj)/shwapno/ginger-(ada)-local-hybrid/pid-12199352.aspx?vpid=8985366
,,,,,,,https://chaldal.com/search/ginger
,,,,,,,https://www.shwapno.com/products/cooking-essentials-dry-vegetables-(ada-roshun-piyaj)/na/garlic-(roshun)-deshi-loose(p)/pid-13127464.aspx?vpid=12652819
